"","X.1","X","Date","open","high","low","close","volume","Open","High","Low","Close","Volume","macd","rsi","ulti","volatility","roc","dema","atr","cci","obv","wr"
"543",562,562,"2019-04-10",11645.6,11679.95,1,11582.75,300686244,11612.05,11683.8,1,11677.2,232282412,1.40632924710318,64.7893370336453,99.5346496423074,0.110753153613248,0.00659433217047223,11695.7874492542,11682.8,83.7846513449489,14209248383,0.00711318596750806
"544",563,563,"2019-04-11",11592.55,11606.5,1,11603,234898595,11645.6,11679.95,1,11582.75,300686244,1.30027791110288,58.6020506815552,99.5152203979787,0.103237540600181,-0.00812130027143887,11671.9432106457,11678.95,46.4806170422782,13908562139,0.0151447509959736
"545",564,564,"2019-04-12",11612.85,11657.15,1,11631.55,210520186,11592.55,11606.5,1,11603,234898595,1.2163134850055,59.4951735393197,99.5365869904995,0.102660816003887,0.00174676300303922,11659.7270439526,11605.5,22.2680994477077,14143460734,0.0134227902566785
"546",565,565,"2019-04-15",11667,11704.55,1,11687.65,264360749,11612.85,11657.15,1,11631.55,210520186,1.15629379710458,60.7798890349392,99.619430645683,0.101256442173562,0.00245754829502509,11659.1120218207,11656.15,46.1349245360877,14353980920,0.010995038202018
"547",566,566,"2019-04-16",11736.2,11810.7,1,11795.3,320917624,11667,11704.55,1,11687.65,264360749,1.13461285872067,63.2467111138043,99.6456688377411,0.0991980663800257,0.00481149509661272,11676.3346261185,11703.55,82.8217866850457,14618341669,0.00622456919093362
"548",567,567,"2019-04-18",11856.15,11810.7,1,11746.85,283411099,11736.2,11810.7,1,11795.3,320917624,1.17842560120633,67.4742893996508,99.6559627202121,0.100709119563646,0.00916841828528803,11723.8246463139,11809.7,158.594732891411,14939259293,0.00130401280303492
"549",568,568,"2019-04-22",11727.05,11727.05,1,11591.4,202028400,11856.15,11810.7,1,11746.85,283411099,1.16569174897687,63.9111212489799,99.6770248655473,0.102691058259009,-0.00411602749978357,11741.9617789633,11809.7,125.563563775208,14655848194,0.00540657256323195
"550",569,569,"2019-04-23",11612.95,11645.75,1,11579.2,201783096,11727.05,11727.05,1,11591.4,202028400,1.03575991183587,54.0490585312503,99.5436788849648,0.122896636405931,-0.0133216756981245,11702.8763296141,11745.85,22.5845269084649,14453819794,0.0185694810198397
"551",570,570,"2019-04-24",11601.5,11740.7,1,11724.75,276305873,11612.95,11645.75,1,11579.2,201783096,0.913816047003113,53.3532243136168,99.5648268040789,0.116956376586579,-0.00105305871469952,11668.9934641948,11644.75,-24.4403350041022,14252036698,0.0196025301235425
"552",571,571,"2019-04-25",11735.7,11796.6,1,11651.5,481673362,11601.5,11740.7,1,11724.75,276305873,0.907715133107301,59.9738433847931,99.5551703710765,0.131488924999233,0.0124916070136809,11691.4588695192,11739.7,85.4714162476036,14528342571,0.00727791561174295
"553",572,572,"2019-04-26",11683.75,11762.75,1,11748.7,257116417,11735.7,11796.6,1,11651.5,481673362,0.842285434621903,55.6899935288616,99.462919820382,0.127888310628737,-0.00626706505515173,11683.383351777,11795.6,68.6263702614929,14046669209,0.0134804440417623
"554",573,573,"2019-04-30",11748.75,11755.95,1,11739.1,276242360,11683.75,11762.75,1,11748.7,257116417,0.847969714608121,59.7939872272119,99.4738949734348,0.134400365748603,0.00830766908317315,11709.0556629818,11761.75,101.950709893982,14303785626,0.00524992167455566
"555",574,574,"2019-05-02",11725.55,11789.1,1,11718.8,234335972,11748.75,11755.95,1,11739.1,276242360,0.836045444704148,59.2106837045954,99.4724344490776,0.134704563006197,-0.000817445698157115,11724.3782626154,11754.95,83.0887022477415,14027543266,0.00606281277255141
"556",575,575,"2019-05-03",11722.6,11770.8,1,11709.9,234090536,11725.55,11789.1,1,11718.8,234335972,0.803206116469957,57.9239034327771,99.4739598083962,0.133306434146878,-0.00173076064502276,11728.4114652588,11788.1,84.3365147081586,13793207294,0.00778173874018827
"557",576,576,"2019-05-06",11605.8,11632.15,1,11592.25,233643710,11722.6,11770.8,1,11709.9,234090536,0.762195706723801,57.3355920228514,99.527910386366,0.122034121587282,-0.000759751964736211,11727.8514946231,11769.8,58.4840182648339,13559116758,0.0085353565289551
"558",577,577,"2019-05-07",11651.5,11655.55,1,11495.45,256001510,11605.8,11632.15,1,11592.25,233643710,0.640967942690263,50.0927220193951,99.4855790163769,0.131196430839361,-0.0100978664800326,11687.9906384249,11708.9,-105.99617616034,13325473048,0.0184975062872046
"559",578,578,"2019-05-08",11478.7,11478.7,1,11361.6,228778647,11651.5,11655.55,1,11495.45,256001510,0.472388513432054,45.050164304289,99.3557308368577,0.118804108137683,-0.00838546647916161,11626.1419449889,11654.55,-133.220713111251,13069471538,0.0266941581919947
"560",579,579,"2019-05-09",11322.4,11357.4,1,11297.9,235635847,11478.7,11478.7,1,11361.6,228778647,0.242827548666535,39.177435432765,99.3421304635242,0.132235844865965,-0.0117120564586255,11536.1707718627,11494.45,-255.700704568818,12840692891,0.0380280616781121
"561",580,580,"2019-05-10",11314.15,11345.45,1,11256.8,290381864,11322.4,11357.4,1,11297.9,235635847,0.0157838791282616,36.7238694231693,99.2941662177647,0.0988718491610104,-0.00562238070588705,11449.1133494605,11360.6,-263.152965183829,12605057044,0.0434219328179379
"562",581,581,"2019-05-13",11258.7,11300.1,1,11154.7,270394177,11314.15,11345.45,1,11256.8,290381864,-0.191357745546672,35.1924359183605,99.2289968610234,0.0980225999705192,-0.00364447724789585,11372.2496749776,11344.45,-218.242240444022,12314675180,0.0469021228312321
"563",582,582,"2019-05-14",11151.65,11294.4,1,11239.3,296997248,11258.7,11300.1,1,11154.7,270394177,-0.423147821872283,31.6603297638338,99.1516927891533,0.0680603732675864,-0.0091114567386672,11283.2268953659,11299.1,-206.670773388443,12044281003,0.0544185967648954
"564",583,583,"2019-05-15",11271.7,11286.75,1,11142.5,249315190,11151.65,11294.4,1,11239.3,296997248,-0.541814941526386,37.2777314573671,99.1679459678198,0.0966957768200413,0.00755563119290237,11247.3512529691,11293.4,-150.06053217518,12341278251,0.0472464308725288
"565",584,584,"2019-05-16",11180.35,11281.5,1,11275.55,232164267,11271.7,11286.75,1,11142.5,249315190,-0.696825995866768,33.8492534040258,99.1289786320745,0.0966298563676773,-0.0086499391075705,11191.0691699441,11285.75,-141.126840193968,12091963061,0.0554528807351894
"566",585,585,"2019-05-17",11261.9,11424.1,1,11417.25,256786894,11180.35,11281.5,1,11275.55,232164267,-0.717614292931035,41.7757295795142,99.2382476842146,0.133871247098648,0.0118700388482438,11195.7706128797,11280.5,-99.5964814644888,12324127328,0.0441732510427618
"567",586,586,"2019-05-20",11651.9,11844.85,1,11832.7,327068944,11261.9,11424.1,1,11417.25,256786894,-0.626420778332049,48.8107281727764,99.358386270782,0.154919726530733,0.0124887049385176,11248.3981701215,11423.1,-43.9882189882189,12580914222,0.0315445237145936
"568",587,587,"2019-05-21",11863.65,11883.15,1,11712.05,283416428,11651.9,11844.85,1,11832.7,327068944,-0.257453866945523,62.946576960865,99.4000227589826,0.247079830065746,0.0357415156288585,11426.5489094281,11843.85,99.5235540238663,12907983166,0.00102584885826818
"569",588,588,"2019-05-22",11727.95,11784.55,1,11755,265298030,11863.65,11883.15,1,11712.05,283416428,-0.0505001900607538,57.9423999334212,99.3091756606741,0.244316679764461,-0.0102486589186679,11519.3490271647,11882.15,84.7089174855075,12624566738,0.0143997508868345
"570",589,589,"2019-05-23",11901.3,12041,1,11682.5,419498094,11727.95,11784.55,1,11755,265298030,0.141484163223526,59.1863043050225,99.4041601176899,0.238224432851717,0.0036604556565063,11602.0400472309,11783.55,71.6536184838645,12889864768,0.0107850851908114
"571",590,590,"2019-05-24",11748,11858.1,1,11845.3,292682059,11901.3,12041,1,11682.5,419498094,0.239699876131172,56.1664961012047,99.1267245781545,0.24138769144868,-0.00618668639958919,11638.4847781105,12040,93.600013398604,12470366674,0.0297757475083056
"572",592,592,"2019-05-28",11958.35,11958.35,1,11941.2,415627589,11855.5,11957.05,1,11920.5,263032540,0.617740469488526,63.0022500567575,99.2474094971961,0.231760193725044,0.0063284426339294,11800.5504305234,11956.05,105.621258986596,13026081273,0.0100083056478405
"573",593,593,"2019-05-29",11905.8,11931.7,1,11861.95,241203242,11958.35,11958.35,1,11941.2,415627589,0.774271643292201,63.5618402401618,99.2647206895513,0.215814990764837,0.00173499836077262,11866.5160230194,11957.35,102.018785438654,13441708862,0.00828903654485044
"574",594,594,"2019-05-30",11865.3,11968.15,1,11944.4,345759962,11905.8,11931.7,1,11861.95,241203242,0.833337275583412,59.8307736362443,99.214599932427,0.226852951153998,-0.0066588071601128,11886.9453527722,11940.2,82.2763899004679,13200505620,0.0148712624584717
"575",595,595,"2019-05-31",11999.8,12039.15,1,11918.25,343529162,11865.3,11968.15,1,11944.4,345759962,0.925815004321517,62.3095852826948,99.3277050974604,0.223332738381925,0.00692675102747664,11927.0510907796,11967.15,92.5201907105923,13546265582,0.00802325581395352
"576",596,596,"2019-06-03",11953.75,12102.05,1,12092.35,253976822,11999.8,12039.15,1,11918.25,343529162,0.969460004360934,61.0233749329589,99.2692355024275,0.125243988061878,-0.00219171051562483,11945.8276231389,12038.15,90.972202171856,13202736420,0.0101951827242525
"577",597,597,"2019-06-04",12052.65,12095.15,1,12036.2,220455087,11953.75,12102.05,1,12092.35,253976822,1.10991859619665,66.0483084198937,99.5225726833535,0.124930655767457,0.0145021824764662,12015.0390994079,12101.05,106.69108553708,13456713242,0.000801583333677566
"578",598,598,"2019-06-06",12039.8,12039.8,1,11848.5,314977529,12052.65,12095.15,1,12036.2,220455087,1.16856127947769,63.2175711372216,99.5077679784575,0.132459323113822,-0.0046542458092258,12045.364497591,12094.15,89.441553664306,13236258155,0.00544167654872912
"579",599,599,"2019-06-07",11865.2,11896.85,1,11863.75,203031203,12039.8,12039.8,1,11848.5,314977529,1.07445168160398,54.767506525959,99.3643707259307,0.160092277069083,-0.0157174981555119,12003.31242538,12038.8,57.1501229299093,12921280626,0.0209527272426772
"580",600,600,"2019-06-10",11934.9,11974.6,1,11928.3,194167839,11865.2,11896.85,1,11863.75,203031203,0.998741417052673,55.2904000487235,99.354246420169,0.142017414207738,0.00128625517211844,11975.0854208295,11895.85,38.5850058970661,13124311829,0.0196925060222046
"581",601,601,"2019-06-11",11959.85,12000.3,1,11962.85,197427957,11934.9,11974.6,1,11928.3,194167839,0.971457283939947,57.5284605480885,99.3697619000208,0.140824239274243,0.0054261955890258,11973.8479906484,11973.6,53.6180159436215,13318479668,0.0143582581676797
"582",602,602,"2019-06-12",11962.45,11962.45,1,11917.3,174065800,11959.85,12000.3,1,11962.85,197427957,0.962119808896467,58.7195701820768,99.3826821637867,0.141404396938043,0.0028922863976959,11982.9353972,11999.3,60.4569873482266,13515907625,0.0115031340255597
"583",603,603,"2019-06-13",11873.9,11930.5,1,11905.55,189660838,11962.45,11962.45,1,11917.3,174065800,0.913118963856308,56.4710110617633,99.4321879496634,0.137697988347756,-0.0038148885364766,11973.2968710998,11961.85,43.522892622935,13341841825,0.0152672701955615
"584",604,604,"2019-06-14",11910.1,11911.45,1,11810.85,183687309,11873.9,11930.5,1,11905.55,189660838,0.856392760843505,55.876601759573,99.4795243575412,0.132185278749163,-0.000986447965109605,11961.1092008642,11929.5,27.9886338938582,13152180987,0.0162382603162535
"585",605,605,"2019-06-17",11844,11844,1,11674,186034306,11910.1,11911.45,1,11810.85,183687309,0.738579630412128,51.1990487130419,99.4363236078927,0.1383185441052,-0.0079860774240359,11919.8080596035,11910.45,-25.6949623413781,12968493678,0.0240640275017456
"586",606,606,"2019-06-18",11677.05,11727.15,1,11700.8,210823821,11844,11844,1,11674,186034306,0.545768896483034,45.2977827737591,99.426919058579,0.111939849259111,-0.0116544537420644,11843.3185994338,11843,-147.664519306322,12782459372,0.035372963503167
"587",607,607,"2019-06-19",11744.45,11802.35,1,11706.8,231300818,11677.05,11727.15,1,11700.8,210823821,0.406412620453311,46.5959544459532,99.4338342159438,0.116574959393413,0.00229306875294988,11795.3771062811,11726.15,-168.376651109371,12993283193,0.0331582796534185
"588",608,608,"2019-06-20",11653.65,11843,1,11841.9,228437380,11744.45,11802.35,1,11706.8,231300818,0.296572829672459,46.8997802502948,99.3951805718164,0.0890561430751571,0.000512654021036951,11762.1409957811,11801.35,-126.871825502659,13224584011,0.0326624549109375
"589",609,609,"2019-06-21",11827.6,11827.6,1,11732.95,301237984,11653.65,11843,1,11841.9,228437380,0.298416201229013,53.3371771742053,99.4272147562068,0.112545799385052,0.0114742199988349,11782.7237318669,11842,-58.0841911096403,13453021391,0.0214981344594064
"590",610,610,"2019-06-24",11725.8,11753.5,1,11702.7,165486957,11827.6,11827.6,1,11732.95,301237984,0.222825190866893,48.2564496428289,99.3866104449522,0.116249034089453,-0.00924296660671686,11762.4419690196,11840.9,-103.963730309515,13151783407,0.0305014854082909
"591",611,611,"2019-06-25",11681,11814.2,1,11776.9,205591959,11725.8,11753.5,1,11702.7,165486957,0.140564374929997,46.9200475433448,99.3608918575839,0.112683456868938,-0.00258153853634902,11737.8899800386,11752.5,-131.544918578908,12986296450,0.0324495727273102
"592",612,612,"2019-06-26",11768.15,11871.6,1,11840.1,226003874,11681,11814.2,1,11776.9,205591959,0.124725172899454,50.5384177396145,99.4123877925126,0.121496144468667,0.00632040128523315,11744.8199715458,11813.2,-70.3738153672557,13191888409,0.0218377246901684
"593",613,613,"2019-06-27",11860.85,11910.8,1,11843.75,392103626,11768.15,11871.6,1,11840.1,226003874,0.153669287706037,53.4491858591718,99.5346204180972,0.126720510019721,0.00535208966955025,11771.4121155616,11870.6,-22.138818991291,13417892283,0.0133507787954296
"594",614,614,"2019-06-28",11861.15,11871.2,1,11793.9,206236370,11860.85,11910.8,1,11843.75,392103626,0.177034322666558,53.6189479320579,99.4987988355961,0.118617889553163,0.000308226916560628,11792.6907536032,11909.8,-5.17050936221453,13809995909,0.0130465943846724
"595",615,615,"2019-07-01",11839.9,11884.45,1,11864.55,206356474,11861.15,11871.2,1,11793.9,206236370,0.159601589761071,50.8893583899102,99.5033965696115,0.0994229675306784,-0.00421785362790317,11792.1437012639,11870.2,-35.3082511181067,13603759539,0.0172010033918645
"596",616,616,"2019-07-02",11890.3,11916.05,1,11907.5,174826734,11839.9,11884.45,1,11864.55,206356474,0.191876850773154,54.4300590349889,99.4999646134282,0.10272737665721,0.00597251383859998,11815.1909240364,11883.45,1.51463280528843,13810116013,0.00818462644579056
"597",617,617,"2019-07-03",11932.15,11945.05,1,11913.55,183268298,11890.3,11916.05,1,11907.5,174826734,0.243926436395769,56.4840465114791,99.5765776582182,0.103066845518681,0.00361349119948251,11846.4492822878,11915.05,45.3830591960614,13984942747,0.00192799362923844
"598",619,619,"2019-07-05",11964.75,11981.5,1,11802.05,276790937,11928.8,11969,1,11938.3,181054738,0.332150687464017,58.0350968636357,99.6193687071863,0.0605973746907122,0.00207531146498141,11897.6654878364,11968,98.8818337005981,14349265783,0.0025651737967915
"599",620,620,"2019-07-08",11770.4,11770.4,1,11564,237267339,11964.75,11981.5,1,11802.05,276790937,0.272796900168881,49.5086929828131,99.5106962796076,0.0925555765859916,-0.0114784740721277,11871.555154761,11980.5,34.6763714293545,14072474846,0.0149785067401194
"600",621,621,"2019-07-09",11531.6,11582.3,1,11552.7,276440677,11770.4,11770.4,1,11564,237267339,0.0625160879748066,38.7867220959636,99.347280356043,0.140777965523691,-0.0203764210419752,11773.0844308093,11801.05,-163.823973216798,13835207507,0.0348482951462794
"601",622,622,"2019-07-10",11536.15,11593.5,1,11494,235505750,11531.6,11582.3,1,11552.7,276440677,-0.111092498316101,38.3620150028037,99.3918644273766,0.133939828281306,-0.000977648271598852,11696.5185930959,11581.3,-208.622243475379,13558766830,0.0357914945119151
"602",623,623,"2019-07-11",11561.45,11598.3,1,11575.6,209652131,11536.15,11593.5,1,11494,235505750,-0.286189407070059,36.1477382245172,99.3150750283236,0.133101479314435,-0.00509401579695101,11621.1044837805,11592.5,-188.561219028283,13323261080,0.0406911230749969
"603",624,624,"2019-07-12",11601.15,11639.15,1,11547.65,277116682,11561.45,11598.3,1,11575.6,209652131,-0.365001122850672,41.2264025560525,99.3223710744588,0.144043165254663,0.00707427439644803,11593.3940640311,11597.3,-136.222312737655,13532913211,0.0338800550895204
"604",625,625,"2019-07-15",11614.75,11617.3,1,11587.65,214898468,11601.15,11639.15,1,11547.65,277116682,-0.441864432037842,40.0513252159101,99.2682360717293,0.135620005559539,-0.00241748141910314,11565.0162106772,11638.15,-114.857172097068,13255796529,0.036213012812487
"605",626,626,"2019-07-16",11596.65,11670,1,11661.05,223929237,11614.75,11617.3,1,11587.65,214898468,-0.469907531786085,42.5740065372242,99.2691678458598,0.135375506418063,0.00345792272911183,11558.6685167567,11616.3,-96.1085047182785,13470694997,0.032874253996077
"606",627,627,"2019-07-17",11670.75,11706.6,1,11686.25,205215236,11596.65,11670,1,11661.05,223929237,-0.436403460073476,46.9828055292215,99.3983527507715,0.143645530427647,0.00631435253392709,11579.6417624213,11669,-56.1009423027611,13694624234,0.0267476315679647
"607",628,628,"2019-07-18",11675.6,11676.8,1,11600.85,237460710,11670.75,11706.6,1,11686.25,205215236,-0.387953800625318,48.4462007155755,99.5591553206926,0.143730275487183,0.00215870869745416,11604.7034636539,11705.6,-35.6016943292212,13899839470,0.0246442135136263
"608",629,629,"2019-07-19",11627.95,11639.9,1,11437.15,273248512,11675.6,11676.8,1,11600.85,237460710,-0.40396657863675,44.0125319301577,99.5169706447678,0.136752805955326,-0.00733456573354374,11595.9446532839,11685.25,-61.2445678833227,13662378760,0.0317724635866616
"609",630,630,"2019-07-22",11392.85,11392.85,1,11336,269274125,11627.95,11639.9,1,11437.15,273248512,-0.524159399610358,37.0189033590964,99.4055103142619,0.11135384674393,-0.0142115422493241,11536.127775159,11638.9,-103.307586894231,13389130248,0.0454363340428196
"610",631,631,"2019-07-23",11372.25,11398.1,1,11328.45,274394431,11392.85,11392.85,1,11336,269274125,-0.682385952537945,33.4789323813809,99.330554134975,0.118650056571348,-0.00888332665214087,11459.3750625247,11436.15,-163.4174422476,13119856123,0.0538792203998164
"611",632,632,"2019-07-24",11322.45,11359.25,1,11268.3,279943517,11372.25,11398.1,1,11328.45,274394431,-0.804519380014734,33.2235517485033,99.3353771068267,0.11740381173794,-0.000666241649744492,11401.4207652233,11397.1,-144.353200254203,12845461692,0.0545094111264137
"612",633,633,"2019-07-25",11290.4,11361.05,1,11261.75,380402719,11322.45,11359.25,1,11268.3,279943517,-0.933333922169077,31.1827353691736,99.2798073318897,0.10594426919123,-0.00532378701076475,11340.3283590885,11358.25,-148.500405717496,12565518175,0.0595300696965904
"613",634,634,"2019-07-26",11247.45,11307.35,1,11297.7,283273144,11290.4,11361.05,1,11261.75,380402719,-1.02891697105603,30.9597146696221,99.2303918461058,0.106723219314669,-0.000581445685609694,11294.8853976565,11360.05,-134.405490745535,12185115456,0.0432180060155997
"614",635,635,"2019-07-29",11307.5,11307.5,1,11192.15,297871515,11247.45,11307.35,1,11297.7,283273144,-1.06763699896624,33.7599460627917,99.2760163766817,0.10621709891784,0.00318713713598484,11275.2538152877,11306.35,-123.867645020381,12468388600,0.0349319983597594
"615",636,636,"2019-07-30",11213.7,11267.1,1,11080.6,303555441,11307.5,11307.5,1,11192.15,297871515,-1.15991432604531,29.9225707960149,99.2358724012168,0.0953206061869774,-0.00938652547456975,11227.9614728661,11306.5,-130.787433796163,12170517085,0.0439490500273374
"616",637,637,"2019-07-31",11034.05,11144.15,1,11113.8,354751398,11213.7,11267.1,1,11080.6,303555441,-1.29794554200334,26.4949578027408,99.2211732716172,0.08972856911543,-0.0100168082261352,11158.2430792494,11266.1,-140.966681866439,11866961644,0.053478676872608
"617",638,638,"2019-08-01",11060.2,11076.6,1,10991.3,336198500,11034.05,11144.15,1,11113.8,354751398,-1.36901904463776,29.0981349848001,99.271817207042,0.100883874139119,0.00299174789705603,11119.9805817292,11143.15,-136.215519241248,12221713042,0.0506424275560416
"618",639,639,"2019-08-02",10930.3,11076.6,1,11000.35,398389042,11060.2,11076.6,1,10991.3,336198500,-1.49639530521597,25.5084716116324,99.2224228142826,0.0924103349517967,-0.0110835286007411,11053.6666591998,11112.8,-149.038237501138,11885514542,0.0611075041006015
"619",640,640,"2019-08-05",10895.8,10895.8,1,10858.65,327231479,10930.3,11076.6,1,11000.35,398389042,-1.5739276788214,26.2324920987506,99.2204205834247,0.0918923991027347,0.000823039700145856,11010.2047223264,11075.6,-132.833346421997,12283903584,0.0603343698742482
"620",641,641,"2019-08-06",10815.4,11018,1,10931.4,334295819,10895.8,10895.8,1,10858.65,327231479,-1.71863091945966,22.5386536719242,99.1573680888198,0.103328821392953,-0.01296509308753,10933.9416167392,10999.35,-165.999447719095,11956672105,0.0724396869874249
"621",642,642,"2019-08-07",10958.1,10975.3,1,10838.75,311230123,10815.4,11018,1,10931.4,334295819,-1.76191977011148,28.133792920406,99.0849100458065,0.11981588443105,0.0066773844310859,10904.4500628589,11017,-119.431828354869,12290967924,0.0638414498364138
"622",643,643,"2019-08-08",10899.2,11057.65,1,11048,320628406,10958.1,10975.3,1,10838.75,311230123,-1.84311712199176,25.5979191542755,99.0535568413949,0.121383083688171,-0.00851170610832419,10854.970590828,10974.3,-125.294478716948,11979737801,0.0688338245023155
"623",644,644,"2019-08-09",11087.9,11181.3,1,11111.05,293380970,10899.2,11057.65,1,11048,320628406,-1.73628453784197,38.9762760517614,99.2169806776035,0.172557349209398,0.0191217403977593,10890.4853048956,11056.65,-72.7666300806897,12300366207,0.0307183406305113
"624",645,645,"2019-08-13",11139.4,11144.2,1,10922.35,367032417,11087.9,11181.3,1,11111.05,293380970,-1.58757674533305,42.3405583891763,99.1900114626197,0.171982107591543,0.00569069252975574,10940.309690184,11180.3,-38.8643024097396,12593747177,0.0251862315852279
"625",646,646,"2019-08-14",11003.25,11077.35,1,11013.9,314955384,11139.4,11144.2,1,10922.35,367032417,-1.58870799985792,35.9521822610997,99.0799243564264,0.187872922097268,-0.0171289600072999,10916.9273467759,11143.2,-67.7693178520785,12226714760,0.0386177877738213
"626",647,647,"2019-08-16",11043.65,11068.55,1,11042.5,286158027,11003.25,11077.35,1,11013.9,314955384,-1.50593624649856,40.6322847559321,99.0921544573208,0.194222718122249,0.00834696281607528,10931.7184277416,11076.35,-57.7318425818567,12541670144,0.0305588443712835
"627",648,648,"2019-08-19",11094.8,11146.8,1,11055.1,216758287,11043.65,11068.55,1,11042.5,286158027,-1.40341042067733,42.0567320374829,99.1974072743985,0.184837812054587,0.00259335304302155,10953.7911868098,11067.55,-48.916437843923,12827828171,0.0234378454871092
"628",649,649,"2019-08-20",11063.9,11076.05,1,11023.55,248408949,11094.8,11146.8,1,11055.1,216758287,-1.29804115727895,42.7089192147053,99.1854515161425,0.184862792711646,0.00114039546064149,10975.664978027,11145.8,-23.4384770210558,13044586458,0.0223234422677221
"629",650,650,"2019-08-21",11018.15,11033.95,1,10919.15,298933712,11063.9,11076.05,1,11023.55,248408949,-1.22346068978898,41.4508171679797,99.2578009002728,0.168063591024536,-0.00285796654006987,10982.5039629566,11075.05,-41.7854842217147,12796177509,0.021617951198729
"630",651,651,"2019-08-22",10905.3,10906.65,1,10736.4,304143406,11018.15,11033.95,1,10919.15,298933712,-1.22653383018427,37.5129232346831,99.1923355994204,0.17479963815643,-0.00951576494979456,10953.9266235143,11032.95,-76.4627054510018,12497243797,0.023447492464424
"631",652,652,"2019-08-23",10699.6,10861.9,1,10841.75,309908521,10905.3,10906.65,1,10736.4,304143406,-1.34768246631662,31.815135509706,99.0718199502753,0.192712948566264,-0.016878291099907,10873.2334748458,10918.15,-157.921095650765,12193100391,0.039793207695679
"632",653,653,"2019-08-26",11000.3,11070,1,11057.85,360668689,10699.6,10861.9,1,10841.75,309908521,-1.35163442718164,37.6905821733117,99.2405778378253,0.165518494433156,0.00976458473658504,10849.5187728497,10860.9,-134.17068697151,12503008912,0.0303703836211908
"633",654,654,"2019-08-27",11106.55,11141.7,1,11115.55,550375115,11000.3,11070,1,11057.85,360668689,-1.18255495818675,47.6546355361695,99.2909614526086,0.200505381891767,0.0197361608878044,10904.8248393531,11069,14.8632754101366,12863677601,0.0110417430659284
"634",655,655,"2019-08-28",11101.3,11129.05,1,11043.85,301050806,11106.55,11141.7,1,11115.55,550375115,-0.994737488088004,49.9557704833277,99.3118072950543,0.174700213974682,0.00520444588918956,10965.9809718272,11140.7,76.7914112074194,13414052716,0.00588087976172375
"635",656,656,"2019-08-29",10996.05,11021.05,1,10961.4,410463533,11101.3,11129.05,1,11043.85,301050806,-0.888172508417417,47.1802036025484,99.3137703061883,0.175215363789088,-0.00647131693281544,10988.1621523486,11128.05,52.1503223194223,13113001910,0.0122939456007441
"636",657,657,"2019-08-30",10987.8,11042.3,1,11033.85,357108574,10996.05,11021.05,1,10961.4,410463533,-0.854271321547617,44.1429335117831,99.3014115499483,0.179268819480086,-0.00749370135173599,10977.5954334465,11042.85,-24.7473550018701,12702538377,0.0196685241004266
"637",658,658,"2019-09-03",10960.95,10960.95,1,10775.85,259309766,10987.8,11042.3,1,11033.85,357108574,-0.765515789162075,47.3503231783583,99.3890564207371,0.183543924596104,0.0065878098246408,10993.9368717534,11041.3,23.3684878755791,13059646951,0.0131883759827553
"638",659,659,"2019-09-04",10790.4,10858.6,1,10836.85,334565840,10960.95,10960.95,1,10775.85,259309766,-0.874426590487143,38.805019394228,99.2917181080519,0.223080715454214,-0.0236603012237282,10920.9063677522,11032.85,-117.887726589267,12800337185,0.0332815948608443
"639",660,660,"2019-09-05",10860.95,10919.55,1,10840.7,391587274,10790.4,10858.6,1,10836.85,334565840,-0.905944487234012,41.493479769299,99.3291050174382,0.222522177062817,0.00564484418666922,10887.3882165529,10857.6,-116.65352668302,13134903025,0.0278086812969907
"640",661,661,"2019-09-06",10883.8,10956.8,1,10941,322309361,10860.95,10919.55,1,10840.7,391587274,-0.917762535062061,41.6676655795981,99.2763468273382,0.200327025121066,0.000355206196315905,10864.5524883434,10918.55,-91.4277036375185,13526490299,0.0274632597032065
"641",662,662,"2019-09-09",10936.7,11028.75,1,11004.3,240624742,10883.8,10956.8,1,10941,322309361,-0.843573801019193,46.1644545697774,99.2884916612215,0.199565363229686,0.00920963092231375,10881.6342739769,10955.8,-35.5563055658159,13848799660,0.0184643542859193
"642",663,663,"2019-09-11",11028.5,11054.65,1,11018.95,324452281,10936.7,11028.75,1,11004.3,240624742,-0.72970186113368,48.8446805548259,99.3446536583067,0.168711139393648,0.00576890500957283,10915.957311501,11027.75,13.3460886700351,14089424402,0.0123331568034326
"643",664,664,"2019-09-12",11058.3,11081.75,1,10981.05,299514606,11028.5,11054.65,1,11018.95,324452281,-0.621495987596965,49.4716637381846,99.3861277849303,0.165682376857961,0.00133041237427456,10946.6972850005,11053.65,30.8213886158992,14413876683,0.0110181586435323
"644",665,665,"2019-09-13",10986.8,11084.3,1,11081.35,320749618,11058.3,11081.75,1,10981.05,299514606,-0.557201535336371,47.8381392883302,99.3243415010096,0.163196554503028,-0.00344545795392115,10957.1348776737,11080.75,32.9718336009113,14114362077,0.0144200992756291
"645",666,666,"2019-09-16",10994.85,11052.5,1,10993.1,280808258,10986.8,11084.3,1,11081.35,320749618,-0.4275643722642,52.324656710132,99.5486642287426,0.164877589238343,0.00909245512776202,10998.0696338376,11083.3,73.8204880915151,14435111695,0.00541707433105643
"646",667,667,"2019-09-17",11000.1,11000.1,1,10826.9,291997592,10994.85,11052.5,1,10993.1,280808258,-0.385236638212016,48.3815836201362,99.489224550509,0.168018501602377,-0.00799571179909009,10999.0517554403,11080.35,23.954772321423,14154303437,0.0133384796287487
